country,year,sex,age,population,suicides_per_100k,country_year,gdp_per_capita_dollars,generation
Grenada,2013,female,5-14 years,8933,0,Grenada2013,8789,Generation Z
Grenada,2013,female,55-74 years,5723,0,Grenada2013,8789,Boomers
Grenada,2013,female,75+ years,2219,0,Grenada2013,8789,Silent
Grenada,2013,male,15-24 years,10812,0,Grenada2013,8789,Millenials
Grenada,2013,male,25-34 years,10118,0,Grenada2013,8789,Millenials
Grenada,2013,male,35-54 years,11200,0,Grenada2013,8789,Generation X
Grenada,2013,male,5-14 years,9387,0,Grenada2013,8789,Generation Z
Grenada,2013,male,55-74 years,5082,0,Grenada2013,8789,Boomers
Grenada,2013,male,75+ years,1313,0,Grenada2013,8789,Silent
Grenada,2014,female,15-24 years,10206,0,Grenada2014,9456,Millenials
Grenada,2014,female,25-34 years,9943,0,Grenada2014,9456,Millenials
Grenada,2014,female,35-54 years,10981,0,Grenada2014,9456,Generation X
Grenada,2014,female,5-14 years,8922,0,Grenada2014,9456,Generation Z
Grenada,2014,female,55-74 years,5907,0,Grenada2014,9456,Boomers
Grenada,2014,female,75+ years,2222,0,Grenada2014,9456,Silent
Grenada,2014,male,15-24 years,10470,0,Grenada2014,9456,Millenials
Grenada,2014,male,25-34 years,10415,0,Grenada2014,9456,Millenials
Grenada,2014,male,35-54 years,11369,0,Grenada2014,9456,Generation X
Grenada,2014,male,5-14 years,9380,0,Grenada2014,9456,Generation Z
Grenada,2014,male,55-74 years,5260,0,Grenada2014,9456,Boomers
Grenada,2014,male,75+ years,1318,0,Grenada2014,9456,Silent
Grenada,2015,female,15-24 years,9880,0,Grenada2015,10290,Millenials
Grenada,2015,female,25-34 years,10127,0,Grenada2015,10290,Millenials
Grenada,2015,female,35-54 years,11086,0,Grenada2015,10290,Generation X
Grenada,2015,female,5-14 years,8948,0,Grenada2015,10290,Generation Z
Grenada,2015,female,55-74 years,6146,0,Grenada2015,10290,Boomers
Grenada,2015,female,75+ years,2210,0,Grenada2015,10290,Silent
Grenada,2015,male,15-24 years,10167,0,Grenada2015,10290,Millenials
Grenada,2015,male,25-34 years,10597,0,Grenada2015,10290,Millenials
Grenada,2015,male,35-54 years,11536,0,Grenada2015,10290,Generation X
Grenada,2015,male,5-14 years,9409,0,Grenada2015,10290,Generation Z
Grenada,2015,male,55-74 years,5483,0,Grenada2015,10290,Boomers
Grenada,2015,male,75+ years,1303,0,Grenada2015,10290,Silent
Grenada,2016,female,15-24 years,9543,0,Grenada2016,10838,Millenials
Grenada,2016,female,25-34 years,10271,0,Grenada2016,10838,Millenials
Grenada,2016,female,35-54 years,11222,0,Grenada2016,10838,Generation X
Grenada,2016,female,55-74 years,6392,0,Grenada2016,10838,Boomers
Grenada,2016,female,75+ years,2227,0,Grenada2016,10838,Silent
Grenada,2016,male,15-24 years,9860,0,Grenada2016,10838,Millenials
Grenada,2016,male,25-34 years,10718,0,Grenada2016,10838,Millenials
Grenada,2016,male,35-54 years,11746,0,Grenada2016,10838,Generation X
Grenada,2016,male,55-74 years,5721,0,Grenada2016,10838,Boomers
Grenada,2016,male,75+ years,1312,0,Grenada2016,10838,Silent
Guatemala,1986,male,25-34 years,522775,8.8,Guatemala1986,1044,Boomers
Guatemala,1986,male,75+ years,36473,8.23,Guatemala1986,1044,G.I. Generation
Guatemala,1986,male,15-24 years,804664,8.08,Guatemala1986,1044,Generation X
Guatemala,1986,male,55-74 years,278407,6.82,Guatemala1986,1044,G.I. Generation
Guatemala,1986,male,35-54 years,577043,5.55,Guatemala1986,1044,Silent
Guatemala,1986,female,15-24 years,807507,2.11,Guatemala1986,1044,Generation X
Guatemala,1986,female,35-54 years,608676,1.48,Guatemala1986,1044,Silent
Guatemala,1986,female,25-34 years,554851,1.44,Guatemala1986,1044,Boomers
Guatemala,1986,female,5-14 years,1184961,0.17,Guatemala1986,1044,Generation X
Guatemala,1986,male,5-14 years,1221857,0.16,Guatemala1986,1044,Generation X
Guatemala,1986,female,55-74 years,284393,0,Guatemala1986,1044,G.I. Generation
Guatemala,1986,female,75+ years,42581,0,Guatemala1986,1044,G.I. Generation
Guatemala,1987,male,75+ years,38144,13.11,Guatemala1987,997,G.I. Generation
Guatemala,1987,male,25-34 years,531366,11.86,Guatemala1987,997,Boomers
Guatemala,1987,male,35-54 years,588914,8.32,Guatemala1987,997,Silent
Guatemala,1987,male,55-74 years,286727,5.58,Guatemala1987,997,G.I. Generation
Guatemala,1987,male,15-24 years,826321,5.45,Guatemala1987,997,Generation X
Guatemala,1987,female,75+ years,44390,4.51,Guatemala1987,997,G.I. Generation
Guatemala,1987,female,25-34 years,567102,2.82,Guatemala1987,997,Boomers
Guatemala,1987,female,15-24 years,831270,2.53,Guatemala1987,997,Generation X
Guatemala,1987,female,35-54 years,625628,2.08,Guatemala1987,997,Silent
Guatemala,1987,female,55-74 years,293688,1.02,Guatemala1987,997,G.I. Generation
Guatemala,1987,male,5-14 years,1256693,0.48,Guatemala1987,997,Generation X
Guatemala,1987,female,5-14 years,1218497,0.16,Guatemala1987,997,Generation X
Guatemala,1988,male,75+ years,39641,20.18,Guatemala1988,1074,G.I. Generation
Guatemala,1988,male,35-54 years,602425,7.14,Guatemala1988,1074,Silent
Guatemala,1988,male,25-34 years,539024,7.05,Guatemala1988,1074,Boomers
Guatemala,1988,male,15-24 years,850454,4.82,Guatemala1988,1074,Generation X
Guatemala,1988,male,55-74 years,295096,3.39,Guatemala1988,1074,G.I. Generation
Guatemala,1988,female,15-24 years,857407,1.63,Guatemala1988,1074,Generation X
Guatemala,1988,female,25-34 years,578654,1.38,Guatemala1988,1074,Boomers
Guatemala,1988,female,35-54 years,644602,0.93,Guatemala1988,1074,Silent
Guatemala,1988,female,55-74 years,303222,0.33,Guatemala1988,1074,G.I. Generation
Guatemala,1988,male,5-14 years,1291517,0.23,Guatemala1988,1074,Generation X
Guatemala,1988,female,5-14 years,1251951,0.16,Guatemala1988,1074,Generation X
Guatemala,1988,female,75+ years,46083,0,Guatemala1988,1074,G.I. Generation
Guatemala,1989,male,75+ years,40886,9.78,Guatemala1989,1122,G.I. Generation
Guatemala,1989,male,25-34 years,546765,6.58,Guatemala1989,1122,Boomers
Guatemala,1989,male,55-74 years,303352,5.93,Guatemala1989,1122,G.I. Generation
Guatemala,1989,male,35-54 years,616089,5.03,Guatemala1989,1122,Silent
Guatemala,1989,male,15-24 years,876831,3.54,Guatemala1989,1122,Generation X
Guatemala,1989,female,25-34 years,590425,2.03,Guatemala1989,1122,Boomers
Guatemala,1989,female,35-54 years,664347,1.2,Guatemala1989,1122,Silent
Guatemala,1989,female,15-24 years,885511,0.68,Guatemala1989,1122,Generation X
Guatemala,1989,female,5-14 years,1283852,0.31,Guatemala1989,1122,Generation X
Guatemala,1989,male,5-14 years,1324615,0.15,Guatemala1989,1122,Generation X
Guatemala,1989,female,55-74 years,312844,0,Guatemala1989,1122,G.I. Generation
Guatemala,1989,female,75+ years,47591,0,Guatemala1989,1122,G.I. Generation
Guatemala,1990,male,75+ years,41850,9.56,Guatemala1990,996,G.I. Generation
Guatemala,1990,male,25-34 years,555151,8.11,Guatemala1990,996,Boomers
Guatemala,1990,male,35-54 years,628848,5.88,Guatemala1990,996,Silent
Guatemala,1990,male,15-24 years,905373,3.76,Guatemala1990,996,Generation X
Guatemala,1990,male,55-74 years,311351,2.89,Guatemala1990,996,G.I. Generation
Guatemala,1990,female,35-54 years,684099,1.17,Guatemala1990,996,Silent
Guatemala,1990,female,15-24 years,915256,1.09,Guatemala1990,996,Generation X
Guatemala,1990,female,25-34 years,603010,1,Guatemala1990,996,Boomers
Guatemala,1990,female,55-74 years,322429,0.31,Guatemala1990,996,G.I. Generation
Guatemala,1990,female,5-14 years,1312953,0.15,Guatemala1990,996,Generation X
Guatemala,1990,male,5-14 years,1354763,0.15,Guatemala1990,996,Generation X
Guatemala,1990,female,75+ years,48909,0,Guatemala1990,996,G.I. Generation
Guatemala,1991,male,75+ years,44056,9.08,Guatemala1991,1194,G.I. Generation
Guatemala,1991,male,35-54 years,642940,7,Guatemala1991,1194,Boomers
Guatemala,1991,male,25-34 years,566970,6.35,Guatemala1991,1194,Boomers
Guatemala,1991,male,55-74 years,318299,3.46,Guatemala1991,1194,Silent
Guatemala,1991,male,15-24 years,931649,2.58,Guatemala1991,1194,Generation X
Guatemala,1991,female,15-24 years,943849,1.59,Guatemala1991,1194,Generation X
Guatemala,1991,female,55-74 years,331253,1.21,Guatemala1991,1194,Silent
Guatemala,1991,female,35-54 years,705012,0.99,Guatemala1991,1194,Boomers
Guatemala,1991,female,25-34 years,618151,0.97,Guatemala1991,1194,Boomers
Guatemala,1991,male,5-14 years,1384596,0.29,Guatemala1991,1194,Millenials
Guatemala,1991,female,5-14 years,1342485,0,Guatemala1991,1194,Millenials
Guatemala,1991,female,75+ years,51405,0,Guatemala1991,1194,G.I. Generation
Guatemala,1992,male,75+ years,45943,10.88,Guatemala1992,1294,G.I. Generation
Guatemala,1992,male,35-54 years,656247,7.92,Guatemala1992,1294,Boomers
Guatemala,1992,male,15-24 years,958307,4.49,Guatemala1992,1294,Generation X
Guatemala,1992,male,55-74 years,324698,4,Guatemala1992,1294,Silent
Guatemala,1992,male,25-34 years,578709,3.8,Guatemala1992,1294,Boomers
Guatemala,1992,female,35-54 years,725674,1.93,Guatemala1992,1294,Boomers
Guatemala,1992,female,75+ years,53676,1.86,Guatemala1992,1294,G.I. Generation
Guatemala,1992,female,25-34 years,633652,1.26,Guatemala1992,1294,Boomers
Guatemala,1992,female,15-24 years,973024,1.23,Guatemala1992,1294,Generation X
Guatemala,1992,female,55-74 years,339788,0.88,Guatemala1992,1294,Silent
Guatemala,1992,female,5-14 years,1368743,0,Guatemala1992,1294,Millenials
Guatemala,1992,male,5-14 years,1411211,0,Guatemala1992,1294,Millenials
Guatemala,1993,male,25-34 years,590858,6.77,Guatemala1993,1381,Boomers
Guatemala,1993,male,75+ years,47600,6.3,Guatemala1993,1381,G.I. Generation
Guatemala,1993,male,35-54 years,669216,6.13,Guatemala1993,1381,Boomers
Guatemala,1993,male,55-74 years,330703,4.23,Guatemala1993,1381,Silent
Guatemala,1993,male,15-24 years,986185,3.24,Guatemala1993,1381,Generation X
Guatemala,1993,female,55-74 years,348142,1.15,Guatemala1993,1381,Silent
Guatemala,1993,female,15-24 years,1003449,1,Guatemala1993,1381,Generation X
Guatemala,1993,female,35-54 years,746296,0.94,Guatemala1993,1381,Boomers
Guatemala,1993,female,25-34 years,649869,0.77,Guatemala1993,1381,Boomers
Guatemala,1993,male,5-14 years,1434745,0.35,Guatemala1993,1381,Millenials
Guatemala,1993,female,5-14 years,1392070,0.29,Guatemala1993,1381,Millenials
Guatemala,1993,female,75+ years,55825,0,Guatemala1993,1381,G.I. Generation
Guatemala,1994,male,75+ years,49144,6.1,Guatemala1994,1538,G.I. Generation
Guatemala,1994,male,25-34 years,603841,4.97,Guatemala1994,1538,Boomers
Guatemala,1994,male,35-54 years,682516,4.69,Guatemala1994,1538,Boomers
Guatemala,1994,male,15-24 years,1016187,4.13,Guatemala1994,1538,Generation X
Guatemala,1994,male,55-74 years,336518,2.97,Guatemala1994,1538,Silent
Guatemala,1994,female,15-24 years,1035674,1.06,Guatemala1994,1538,Generation X
Guatemala,1994,female,55-74 years,356534,0.84,Guatemala1994,1538,Silent
Guatemala,1994,female,25-34 years,667227,0.6,Guatemala1994,1538,Boomers
Guatemala,1994,male,5-14 years,1456798,0.34,Guatemala1994,1538,Millenials
Guatemala,1994,female,35-54 years,767533,0.13,Guatemala1994,1538,Boomers
Guatemala,1994,female,5-14 years,1413928,0.07,Guatemala1994,1538,Millenials
Guatemala,1994,female,75+ years,58014,0,Guatemala1994,1538,G.I. Generation
Guatemala,1995,male,25-34 years,617700,6.96,Guatemala1995,1696,Generation X
Guatemala,1995,male,35-54 years,696270,6.75,Guatemala1995,1696,Boomers
Guatemala,1995,male,15-24 years,1048793,5.34,Guatemala1995,1696,Generation X
Guatemala,1995,male,75+ years,50656,3.95,Guatemala1995,1696,G.I. Generation
Guatemala,1995,male,55-74 years,342226,3.8,Guatemala1995,1696,Silent
Guatemala,1995,female,15-24 years,1069684,1.68,Guatemala1995,1696,Generation X
Guatemala,1995,female,75+ years,60348,1.66,Guatemala1995,1696,G.I. Generation
Guatemala,1995,female,35-54 years,789773,1.65,Guatemala1995,1696,Boomers
Guatemala,1995,female,25-34 years,685827,1.31,Guatemala1995,1696,Generation X
Guatemala,1995,female,55-74 years,365062,0.55,Guatemala1995,1696,Silent
Guatemala,1995,female,5-14 years,1435874,0.28,Guatemala1995,1696,Millenials
Guatemala,1995,male,5-14 years,1479299,0.2,Guatemala1995,1696,Millenials
Guatemala,1996,male,75+ years,53865,7.43,Guatemala1996,1775,G.I. Generation
Guatemala,1996,male,25-34 years,634452,6.46,Guatemala1996,1775,Generation X
Guatemala,1996,male,35-54 years,711024,4.92,Guatemala1996,1775,Boomers
Guatemala,1996,male,55-74 years,346994,4.9,Guatemala1996,1775,Silent
Guatemala,1996,male,15-24 years,1075948,2.32,Guatemala1996,1775,Generation X
Guatemala,1996,female,15-24 years,1098841,1.55,Guatemala1996,1775,Generation X
Guatemala,1996,female,25-34 years,706026,0.99,Guatemala1996,1775,Generation X
Guatemala,1996,female,35-54 years,812204,0.74,Guatemala1996,1775,Boomers
Guatemala,1996,female,55-74 years,372293,0.54,Guatemala1996,1775,Silent
Guatemala,1996,male,5-14 years,1499270,0.13,Guatemala1996,1775,Millenials
Guatemala,1996,female,5-14 years,1457269,0.07,Guatemala1996,1775,Millenials
Guatemala,1996,female,75+ years,64140,0,Guatemala1996,1775,G.I. Generation
Guatemala,1997,male,35-54 years,727096,5.5,Guatemala1997,1967,Boomers
Guatemala,1997,male,25-34 years,652379,4.45,Guatemala1997,1967,Generation X
Guatemala,1997,male,15-24 years,1105530,4.34,Guatemala1997,1967,Generation X
Guatemala,1997,male,55-74 years,352178,3.69,Guatemala1997,1967,Silent
Guatemala,1997,male,75+ years,57054,3.51,Guatemala1997,1967,G.I. Generation
Guatemala,1997,female,15-24 years,1130115,1.95,Guatemala1997,1967,Generation X
Guatemala,1997,female,35-54 years,836324,1.32,Guatemala1997,1967,Boomers
Guatemala,1997,female,25-34 years,728049,0.82,Guatemala1997,1967,Generation X
Guatemala,1997,female,55-74 years,380152,0.53,Guatemala1997,1967,Silent
Guatemala,1997,female,5-14 years,1483012,0.2,Guatemala1997,1967,Millenials
Guatemala,1997,male,5-14 years,1524274,0.2,Guatemala1997,1967,Millenials
Guatemala,1997,female,75+ years,68042,0,Guatemala1997,1967,G.I. Generation
Guatemala,1998,male,75+ years,60230,9.96,Guatemala1998,2091,G.I. Generation
Guatemala,1998,male,25-34 years,671525,6.11,Guatemala1998,2091,Generation X
Guatemala,1998,male,35-54 years,744377,4.84,Guatemala1998,2091,Boomers
Guatemala,1998,male,15-24 years,1136859,4.75,Guatemala1998,2091,Generation X
Guatemala,1998,male,55-74 years,357635,3.91,Guatemala1998,2091,Silent
Guatemala,1998,female,75+ years,72064,2.78,Guatemala1998,2091,G.I. Generation
Guatemala,1998,female,15-24 years,1162699,2.06,Guatemala1998,2091,Generation X
Guatemala,1998,female,35-54 years,861697,1.16,Guatemala1998,2091,Boomers
Guatemala,1998,female,55-74 years,388431,0.51,Guatemala1998,2091,Silent
Guatemala,1998,female,25-34 years,751641,0.4,Guatemala1998,2091,Generation X
Guatemala,1998,male,5-14 years,1553770,0.32,Guatemala1998,2091,Millenials
Guatemala,1998,female,5-14 years,1512601,0.26,Guatemala1998,2091,Millenials
Guatemala,1999,male,75+ years,63409,7.89,Guatemala1999,1926,G.I. Generation
Guatemala,1999,male,25-34 years,691691,7.81,Guatemala1999,1926,Generation X
Guatemala,1999,male,35-54 years,762548,7.21,Guatemala1999,1926,Boomers
Guatemala,1999,male,15-24 years,1168283,5.05,Guatemala1999,1926,Generation X
Guatemala,1999,male,55-74 years,363067,3.86,Guatemala1999,1926,Silent
Guatemala,1999,female,15-24 years,1194770,1.51,Guatemala1999,1926,Generation X
Guatemala,1999,female,35-54 years,887894,1.13,Guatemala1999,1926,Boomers
Guatemala,1999,female,25-34 years,776336,0.9,Guatemala1999,1926,Generation X
Guatemala,1999,female,55-74 years,396778,0.5,Guatemala1999,1926,Silent
Guatemala,1999,female,5-14 years,1544869,0.32,Guatemala1999,1926,Millenials
Guatemala,1999,male,5-14 years,1586803,0.32,Guatemala1999,1926,Millenials
Guatemala,1999,female,75+ years,76218,0,Guatemala1999,1926,G.I. Generation
Guatemala,2000,male,25-34 years,712716,6.31,Guatemala2000,1977,Generation X
Guatemala,2000,male,55-74 years,368401,5.7,Guatemala2000,1977,Silent
Guatemala,2000,male,75+ years,66627,4.5,Guatemala2000,1977,G.I. Generation
Guatemala,2000,male,15-24 years,1199179,4.09,Guatemala2000,1977,Generation X
Guatemala,2000,male,35-54 years,781304,2.43,Guatemala2000,1977,Boomers
Guatemala,2000,female,15-24 years,1225314,1.63,Guatemala2000,1977,Generation X
Guatemala,2000,female,25-34 years,801834,1,Guatemala2000,1977,Generation X
Guatemala,2000,female,35-54 years,914858,0.77,Guatemala2000,1977,Boomers
Guatemala,2000,female,55-74 years,405113,0.49,Guatemala2000,1977,Silent
Guatemala,2000,male,5-14 years,1621778,0.31,Guatemala2000,1977,Millenials
Guatemala,2000,female,5-14 years,1577920,0.19,Guatemala2000,1977,Millenials
Guatemala,2000,female,75+ years,80541,0,Guatemala2000,1977,G.I. Generation
Guatemala,2001,male,75+ years,71336,7.01,Guatemala2001,1867,Silent
Guatemala,2001,male,35-54 years,802949,4.86,Guatemala2001,1867,Boomers
Guatemala,2001,male,25-34 years,741173,4.72,Guatemala2001,1867,Generation X
Guatemala,2001,male,55-74 years,372875,4.56,Guatemala2001,1867,Silent
Guatemala,2001,male,15-24 years,1229384,4.23,Guatemala2001,1867,Millenials
Guatemala,2001,female,15-24 years,1253297,2.39,Guatemala2001,1867,Millenials
Guatemala,2001,female,25-34 years,831947,1.08,Guatemala2001,1867,Generation X
Guatemala,2001,female,55-74 years,412890,0.73,Guatemala2001,1867,Silent
Guatemala,2001,female,35-54 years,944723,0.64,Guatemala2001,1867,Boomers
Guatemala,2001,female,5-14 years,1611925,0.25,Guatemala2001,1867,Millenials
Guatemala,2001,male,5-14 years,1656505,0.12,Guatemala2001,1867,Millenials
Guatemala,2001,female,75+ years,86093,0,Guatemala2001,1867,Silent
Guatemala,2002,male,55-74 years,377333,6.89,Guatemala2002,2022,Silent
Guatemala,2002,male,25-34 years,770700,6.1,Guatemala2002,2022,Generation X
Guatemala,2002,male,35-54 years,826155,6.05,Guatemala2002,2022,Boomers
Guatemala,2002,male,75+ years,76028,5.26,Guatemala2002,2022,Silent
Guatemala,2002,male,15-24 years,1257598,4.77,Guatemala2002,2022,Millenials
Guatemala,2002,female,75+ years,91705,4.36,Guatemala2002,2022,Silent
Guatemala,2002,female,15-24 years,1278693,2.19,Guatemala2002,2022,Millenials
Guatemala,2002,female,55-74 years,420750,1.9,Guatemala2002,2022,Silent
Guatemala,2002,female,25-34 years,862814,1.62,Guatemala2002,2022,Generation X
Guatemala,2002,female,35-54 years,975928,0.92,Guatemala2002,2022,Boomers
Guatemala,2002,male,5-14 years,1692961,0.41,Guatemala2002,2022,Millenials
Guatemala,2002,female,5-14 years,1646501,0.06,Guatemala2002,2022,Millenials
Guatemala,2003,male,75+ years,80652,9.92,Guatemala2003,2079,Silent
Guatemala,2003,male,25-34 years,801449,6.36,Guatemala2003,2079,Generation X
Guatemala,2003,male,35-54 years,850642,6,Guatemala2003,2079,Boomers
Guatemala,2003,male,15-24 years,1285345,5.21,Guatemala2003,2079,Millenials
Guatemala,2003,male,55-74 years,382491,4.44,Guatemala2003,2079,Silent
Guatemala,2003,female,15-24 years,1303216,1.84,Guatemala2003,2079,Millenials
Guatemala,2003,female,35-54 years,1008123,1.09,Guatemala2003,2079,Boomers
Guatemala,2003,female,55-74 years,429408,0.93,Guatemala2003,2079,Silent
Guatemala,2003,female,25-34 years,894464,0.78,Guatemala2003,2079,Generation X
Guatemala,2003,female,5-14 years,1680330,0.42,Guatemala2003,2079,Millenials
Guatemala,2003,male,5-14 years,1729518,0.35,Guatemala2003,2079,Millenials
Guatemala,2003,female,75+ years,97342,0,Guatemala2003,2079,Silent
Guatemala,2004,male,25-34 years,833813,5.76,Guatemala2004,2215,Generation X
Guatemala,2004,male,15-24 years,1314940,5.48,Guatemala2004,2215,Millenials
Guatemala,2004,male,55-74 years,389441,4.62,Guatemala2004,2215,Silent
Guatemala,2004,male,35-54 years,876065,4.22,Guatemala2004,2215,Boomers
Guatemala,2004,male,75+ years,85192,3.52,Guatemala2004,2215,Silent
Guatemala,2004,female,15-24 years,1329347,2.11,Guatemala2004,2215,Millenials
Guatemala,2004,female,35-54 years,1041132,1.44,Guatemala2004,2215,Boomers
Guatemala,2004,female,25-34 years,927173,1.29,Guatemala2004,2215,Generation X
Guatemala,2004,female,55-74 years,439994,0.68,Guatemala2004,2215,Silent
Guatemala,2004,female,5-14 years,1712578,0.47,Guatemala2004,2215,Millenials
Guatemala,2004,male,5-14 years,1765148,0.34,Guatemala2004,2215,Millenials
Guatemala,2004,female,75+ years,102985,0,Guatemala2004,2215,Silent
Guatemala,2005,male,75+ years,89636,8.92,Guatemala2005,2450,Silent
Guatemala,2005,male,25-34 years,867772,4.84,Guatemala2005,2450,Generation X
Guatemala,2005,male,35-54 years,902079,4.77,Guatemala2005,2450,Boomers
Guatemala,2005,male,15-24 years,1347811,4.53,Guatemala2005,2450,Millenials
Guatemala,2005,male,55-74 years,398755,4.26,Guatemala2005,2450,Silent
Guatemala,2005,female,15-24 years,1358448,2.94,Guatemala2005,2450,Millenials
Guatemala,2005,female,25-34 years,960871,1.14,Guatemala2005,2450,Generation X
Guatemala,2005,female,35-54 years,1074912,0.37,Guatemala2005,2450,Boomers
Guatemala,2005,male,5-14 years,1799665,0.33,Guatemala2005,2450,Millenials
Guatemala,2005,female,5-14 years,1743164,0.29,Guatemala2005,2450,Millenials
Guatemala,2005,female,55-74 years,453146,0.22,Guatemala2005,2450,Silent
Guatemala,2005,female,75+ years,108647,0,Guatemala2005,2450,Silent
Guatemala,2006,male,75+ years,94659,10.56,Guatemala2006,2653,Silent
Guatemala,2006,male,25-34 years,906782,5.96,Guatemala2006,2653,Generation X
Guatemala,2006,male,35-54 years,928162,5.93,Guatemala2006,2653,Boomers
Guatemala,2006,male,15-24 years,1382701,5.86,Guatemala2006,2653,Millenials
Guatemala,2006,male,55-74 years,407941,5.64,Guatemala2006,2653,Silent
Guatemala,2006,female,15-24 years,1388465,2.16,Guatemala2006,2653,Millenials
Guatemala,2006,female,75+ years,114662,1.74,Guatemala2006,2653,Silent
Guatemala,2006,female,25-34 years,997533,1.7,Guatemala2006,2653,Generation X
Guatemala,2006,female,35-54 years,1108838,1.26,Guatemala2006,2653,Boomers
Guatemala,2006,female,55-74 years,466943,0.64,Guatemala2006,2653,Silent
Guatemala,2006,female,5-14 years,1770281,0.28,Guatemala2006,2653,Millenials
Guatemala,2006,male,5-14 years,1830167,0.22,Guatemala2006,2653,Millenials
Guatemala,2007,male,35-54 years,956182,7.74,Guatemala2007,2914,Boomers
Guatemala,2007,male,25-34 years,948435,7.28,Guatemala2007,2914,Generation X
Guatemala,2007,male,75+ years,99526,7.03,Guatemala2007,2914,Silent
Guatemala,2007,male,55-74 years,419760,6.19,Guatemala2007,2914,Silent
Guatemala,2007,male,15-24 years,1420153,5.91,Guatemala2007,2914,Millenials
Guatemala,2007,female,15-24 years,1420815,2.39,Guatemala2007,2914,Millenials
Guatemala,2007,female,35-54 years,1144742,1.05,Guatemala2007,2914,Boomers
Guatemala,2007,female,75+ years,120646,0.83,Guatemala2007,2914,Silent
Guatemala,2007,female,25-34 years,1036031,0.68,Guatemala2007,2914,Generation X
Guatemala,2007,female,55-74 years,483657,0.62,Guatemala2007,2914,Silent
Guatemala,2007,female,5-14 years,1797379,0.39,Guatemala2007,2914,Generation Z
Guatemala,2007,male,5-14 years,1861071,0.16,Guatemala2007,2914,Generation Z
Guatemala,2008,male,25-34 years,991424,9.28,Guatemala2008,3252,Generation X
Guatemala,2008,male,35-54 years,986586,9.22,Guatemala2008,3252,Boomers
Guatemala,2008,male,15-24 years,1459853,9.04,Guatemala2008,3252,Millenials
Guatemala,2008,male,55-74 years,433507,9,Guatemala2008,3252,Silent
Guatemala,2008,male,75+ years,104188,8.64,Guatemala2008,3252,Silent
Guatemala,2008,female,15-24 years,1455218,3.92,Guatemala2008,3252,Millenials
Guatemala,2008,female,35-54 years,1182879,2.11,Guatemala2008,3252,Boomers
Guatemala,2008,female,25-34 years,1075126,2.05,Guatemala2008,3252,Generation X
Guatemala,2008,female,5-14 years,1823676,0.88,Guatemala2008,3252,Generation Z
Guatemala,2008,male,5-14 years,1891253,0.42,Guatemala2008,3252,Generation Z
Guatemala,2008,female,55-74 years,502605,0.2,Guatemala2008,3252,Silent
Guatemala,2008,female,75+ years,126570,0,Guatemala2008,3252,Silent
Guatemala,2009,male,75+ years,108534,11.06,Guatemala2009,3053,Silent
Guatemala,2009,male,35-54 years,1019866,10.69,Guatemala2009,3053,Boomers
Guatemala,2009,male,55-74 years,448004,8.48,Guatemala2009,3053,Silent
Guatemala,2009,male,25-34 years,1033623,7.93,Guatemala2009,3053,Generation X
Guatemala,2009,male,15-24 years,1500901,7.86,Guatemala2009,3053,Millenials
Guatemala,2009,female,15-24 years,1490780,4.63,Guatemala2009,3053,Millenials
Guatemala,2009,female,25-34 years,1112873,3.41,Guatemala2009,3053,Generation X
Guatemala,2009,female,35-54 years,1223531,2.04,Guatemala2009,3053,Boomers
Guatemala,2009,female,55-74 years,522645,0.57,Guatemala2009,3053,Silent
Guatemala,2009,female,5-14 years,1847847,0.54,Guatemala2009,3053,Generation Z
Guatemala,2009,male,5-14 years,1919024,0.36,Guatemala2009,3053,Generation Z
Guatemala,2009,female,75+ years,132317,0,Guatemala2009,3053,Silent
Guatemala,2010,male,25-34 years,1073765,7.08,Guatemala2010,3260,Generation X
Guatemala,2010,male,35-54 years,1056351,6.53,Guatemala2010,3260,Generation X
Guatemala,2010,male,15-24 years,1542758,5.9,Guatemala2010,3260,Millenials
Guatemala,2010,male,55-74 years,462550,4.97,Guatemala2010,3260,Silent
Guatemala,2010,male,75+ years,112524,4.44,Guatemala2010,3260,Silent
Guatemala,2010,female,15-24 years,1526942,2.82,Guatemala2010,3260,Millenials
Guatemala,2010,female,25-34 years,1148170,1.83,Guatemala2010,3260,Generation X
Guatemala,2010,female,35-54 years,1266987,0.63,Guatemala2010,3260,Generation X
Guatemala,2010,female,55-74 years,543090,0.55,Guatemala2010,3260,Silent
Guatemala,2010,female,5-14 years,1868422,0.37,Guatemala2010,3260,Generation Z
Guatemala,2010,male,5-14 years,1942723,0.31,Guatemala2010,3260,Generation Z
Guatemala,2010,female,75+ years,137869,0,Guatemala2010,3260,Silent
Guatemala,2011,male,15-24 years,1586755,6.62,Guatemala2011,3661,Millenials
Guatemala,2011,male,25-34 years,1115150,5.2,Guatemala2011,3661,Millenials
Guatemala,2011,male,35-54 years,1097919,5.01,Guatemala2011,3661,Generation X
Guatemala,2011,male,55-74 years,476741,4.82,Guatemala2011,3661,Boomers
Guatemala,2011,male,75+ years,117667,4.25,Guatemala2011,3661,Silent
Guatemala,2011,female,15-24 years,1565706,3.77,Guatemala2011,3661,Millenials
Guatemala,2011,female,25-34 years,1184080,1.94,Guatemala2011,3661,Millenials
Guatemala,2011,female,55-74 years,563744,0.89,Guatemala2011,3661,Boomers
Guatemala,2011,female,75+ years,144272,0.69,Guatemala2011,3661,Silent
